birth_date_bbref,birth_city,birth_country_code,player_id,fetch_error,player_name,birth_country,is_international
1981-09-24,Oakland,us,goodedr01,,Drew Gooden,USA,0
1994-08-17,Little Rock,us,goodwar01,,Archie Goodwin,USA,0
1995-10-02,Norcross,us,goodwbr01,,Brandon Goodwin,USA,0
1998-10-23,Centreville,us,goodwjo01,,Jordan Goodwin,USA,0
1995-09-16,San Jose,us,gordoaa01,,Aaron Gordon,USA,0
1988-12-25,Indianapolis,us,gordoer01,,Eric Gordon,USA,0
1984-02-17,Lodz,pl,gortama01,,Marcin Gortat,Poland,1
1995-02-22,Raleigh,us,grahade01,,Devonte' Graham,USA,0
1993-10-28,Temple Hills,us,grahatr01,,Treveon Graham,USA,0
1994-03-12,Portland,us,grantje01,,Jerami Grant,USA,0
1992-10-09,Silver Spring,us,grantje02,,Jerian Grant,USA,0
1999-09-27,Cedar Falls,us,greenaj01,,A.J. Green,USA,0
1987-06-22,North Babylon,us,greenda02,,Danny Green,USA,0
1990-03-04,Saginaw,us,greendr01,,Draymond Green,USA,0
1986-01-26,Houston,us,greenge01,,Gerald Green,USA,0
1990-06-21,Montgomery,us,greenja01,,JaMychal Green,USA,0
1993-07-23,Petersburg,us,greenja02,,Javonte Green,USA,0
2002-02-09,Merced,us,greenja05,,Jalen Green,USA,0
1986-08-28,Cheverly,us,greenje02,,Jeff Green,USA,0
2000-11-16,Sydney,au,greenjo02,,Josh Green,Australia,1
2003-08-25,Dallas,us,griffaj01,,AJ Griffin,USA,0
1989-03-16,Oklahoma City,us,griffbl01,,Blake Griffin,USA,0
2000-05-08,Houston,us,grimequ01,,Quentin Grimes,USA,0
1995-03-08,Priboj,rs,gudurma01,,Marko Gudurić,Serbia,1
1997-08-11,Indianapolis,us,guyky01,,Kyle Guy,USA,0
1998-02-08,Toyama,jp,hachiru01,,Rui Hachimura,Japan,1
1992-12-24,Greensboro,us,hairspj02,,P.J. Hairston,USA,0
2000-02-29,Oshkosh,us,halibty01,,Tyrese Haliburton,USA,0
2000-10-08,Greenville,us,halljo01,,Josh Hall,USA,0
1990-04-01,Newport Beach,us,hamilju01,,Justin Hamilton,USA,0
1992-08-27,Gary,us,hammoaj01,,A.J. Hammons,USA,0
2001-02-07,Dallas,us,hamptrj01,,R.J. Hampton,USA,0
1985-11-03,Poplar Bluff,us,hansbty01,,Tyler Hansbrough,USA,0
1992-03-16,Orinda,us,hardati02,,Tim Hardaway Jr.,USA,0
1989-08-26,Los Angeles,us,hardeja01,,James Harden,USA,0
2002-07-05,Detroit,us,hardyja02,,Jaden Hardy,USA,0
1994-01-26,Tarboro,us,harremo01,,Montrezl Harrell,USA,0
1994-10-28,San Antonio,us,harrian01,,Andrew Harrison,USA,0
1983-02-27,Milwaukee,us,harride01,,Devin Harris,USA,0
1994-09-14,Fishers,us,harriga01,,Gary Harris,USA,0
1991-09-06,Chelan,us,harrijo01,,Joe Harris,USA,0
1997-06-24,Ellenwood,us,harrike01,,Kevon Harris,USA,0
1993-10-06,Kansas City,us,harrish01,,Shaquille Harrison,USA,0
1992-07-15,Islip,us,harrito02,,Tobias Harris,USA,0
1998-05-05,Eugene,us,harteis01,,Isaiah Hartenstein,USA,0
1995-03-06,Silver Spring,us,hartjo01,,Josh Hart,USA,0
1980-06-09,Miami,us,hasleud01,,Udonis Haslem,USA,0
1997-12-08,Green Bay,us,hausesa01,,Sam Hauser,USA,0
1988-04-28,Seattle,us,hawessp01,,Spencer Hawes,USA,0
2002-04-29,Gaithersburg,us,hawkijo01,,Jordan Hawkins,USA,0
2000-05-23,Norman,us,hayesja02,,Jaxson Hayes,USA,0
2001-07-27,Lakeland,us,hayeski01,,Killian Hayes,USA,0
1990-03-23,Indianapolis,us,haywago01,,Gordon Hayward,USA,0
1987-12-09,Caldwell,us,hendege02,,Gerald Henderson,USA,0
2004-02-03,Marietta,us,hendesc01,,Scoot Henderson,USA,0
2003-11-22,Fort Lauderdale,us,hendrta01,,Taylor Hendricks,USA,0
1990-12-28,Greensboro,us,hensojo01,,John Henson,USA,0
1994-05-27,Madrid,es,hernawi01,,Willy Hernangómez,Spain,1
2000-01-20,Milwaukee,us,herroty01,,Tyler Herro,USA,0
1995-02-25,Dubrovnik,hr,hezonma01,,Mario Hezonja,Croatia,1
1986-12-11,Queens,us,hibbero01,,Roy Hibbert,USA,0
1988-09-04,Atlanta,us,hicksjj01,,J.J. Hickson,USA,0
1992-12-17,Freeport,bs,hieldbu01,,Buddy Hield,Bahamas,1
1996-12-09,Baltimore,us,highsha01,,Haywood Highsmith,USA,0
1982-09-13,Sao Carlos,br,hilarne01,,Nenê,Brazil,1
1986-05-04,Indianapolis,us,hillge01,,George Hill,USA,0
1993-04-13,Bethlehem,us,hillida01,,Darrun Hilliard,USA,0
1987-07-27,Atlanta,us,hilljo01,,Jordan Hill,USA,0
1991-03-18,Los Angeles,us,hillso01,,Solomon Hill,USA,0
1981-01-02,Sioux City,us,hinriki01,,Kirk Hinrich,USA,0
1996-09-30,Ruston,us,holidaa01,,Aaron Holiday,USA,0
1990-06-12,Chatsworth,us,holidjr01,,Jrue Holiday,USA,0
1989-04-05,Mission Hills,us,holidju01,,Justin Holiday,USA,0
1995-01-03,Chester,us,holliro01,,Rondae Hollis-Jefferson,USA,0
1984-10-10,Pasadena,us,holliry01,,Ryan Hollins,USA,0
1993-10-15,Lockport,us,holmeri01,,Richaun Holmes,USA,0
2002-05-01,Minneapolis,us,holmgch01,,Chet Holmgren,USA,0
1992-10-20,Meridian,us,hoodro01,,Rodney Hood,USA,0
2003-06-19,Pittsburgh,us,hoodsja01,,Jalen Hood-Schifino,USA,0
1986-06-03,Puerto Plata,do,horfoal01,,Al Horford,Dominican Republic,1
2000-11-25,Chicago,us,hortota01,,Talen Horton-Tucker,USA,0
1993-06-07,Houston,us,houseda01,,Danuel House Jr.,USA,0
2003-01-09,Mississauga,ca,houstca01,,Caleb Houstan,Canada,1
1985-12-08,Atlanta,us,howardw01,,Dwight Howard,USA,0
1999-03-03,Morristown,us,howarma02,,Markus Howard,USA,0
1998-08-27,Albany,us,huertke01,,Kevin Huerter,USA,0
1983-05-25,Sao Paulo,br,huertma01,,Marcelo Huertas,Brazil,1
1991-12-19,Webster,us,huestjo01,,Josh Huestis,USA,0
1998-03-10,Poughkeepsie,us,hugheel01,,Elijah Hughes,USA,0
1985-02-06,Minneapolis,us,humphkr01,,Kris Humphries,USA,0
1997-12-02,Philadelphia,us,huntede01,,De'Andre Hunter,USA,0
1993-10-24,Oxford,us,hunterj01,,R.J. Hunter,USA,0
1996-04-26,Mission Viejo,us,hutchch01,,Chandler Hutchison,USA,0
2000-09-14,Wilmington,us,hylanbo01,,Bones Hyland,USA,0
1989-09-18,Brazzaville,cg,ibakase01,,Serge Ibaka,Republic of the Congo,1
1984-01-28,Springfield,us,iguodan01,,Andre Iguodala,USA,0
1987-05-15,Eskisehir,tr,ilyaser01,,Ersan İlyasova,Turkey,1
1987-10-02,Adelaide,au,inglejo01,,Joe Ingles,Australia,1
1995-05-20,Cayenne,gf,inglida01,,Damien Inglis,French Guiana,1
1997-09-02,Kinston,us,ingrabr01,,Brandon Ingram,USA,0
1992-03-23,Melbourne,au,irvinky01,,Kyrie Irving,Australia,1
1997-10-03,The Bronx,us,isaacjo01,,Jonathan Isaac,USA,0
2002-02-13,South Bend,us,iveyja01,,Jaden Ivey,USA,0
1983-10-28,Fort Washington,us,jackja01,,Jarrett Jack,USA,0
2001-11-13,Amsterdam,us,jacksan01,,Andre Jackson Jr.,USA,0
1998-05-04,Washington,us,jacksfr01,,Frank Jackson,USA,0
2004-12-17,Columbia,us,jacksgg01,,GG Jackson II,USA,0
2002-01-10,Pontiac,us,jacksis01,,Isaiah Jackson,USA,0
1999-09-15,Plainfield,us,jacksja02,,Jaren Jackson Jr.,USA,0
1997-02-10,San Diego,us,jacksjo02,,Josh Jackson,USA,0
1995-03-28,Houston,us,jacksju01,,Justin Jackson,USA,0
1990-04-16,Pordenone,it,jacksre01,,Reggie Jackson,Italy,1
2000-02-22,Greenwood,us,jackstr02,,Trayce Jackson-Davis,USA,0
1997-01-24,Port St. Lucie,us,jamesju01,,Justin James,USA,0
1984-12-30,Akron,us,jamesle01,,LeBron James,USA,0
1990-08-18,Portland,us,jamesmi02,,Mike James,USA,0
2001-02-18,Irvine,us,jaqueja01,,Jaime Jaquez Jr.,USA,0
1985-01-04,Monticello,us,jeffeal01,,Al Jefferson,USA,0
1980-06-21,Los Angeles,us,jefferi01,,Richard Jefferson,USA,0
1997-08-30,Edmond,us,jeffrda01,,DaQuan Jeffries,USA,0
1999-11-28,Birmingham,us,jemistr01,,Trey Jemison,USA,0
1991-03-06,Nashville,us,jenkijo01,,John Jenkins,USA,0
1989-09-23,Compton,us,jennibr01,,Brandon Jennings,USA,0
1987-03-02,Kinna,se,jerebjo01,,Jonas Jerebko,Sweden,1
1997-07-08,New York,us,jeromty01,,Ty Jerome,USA,0
1999-07-02,Fort Smith,us,joeis01,,Isaiah Joe,USA,0
1996-04-22,Williamsport,us,johnsal02,,Alize Johnson,USA,0
1987-05-01,Los Angeles,us,johnsam01,,Amir Johnson,USA,0
1996-03-03,Moon Township,us,johnsca02,,Cameron Johnson,USA,0
1995-09-22,Brooklyn,us,johnsda04,,Dakari Johnson,USA,0
1987-02-20,Cheyenne,us,johnsja01,,James Johnson,USA,0
2001-12-18,Wausau,us,johnsja05,,Jalen Johnson,USA,0
1981-06-29,Little Rock,us,johnsjo02,,Joe Johnson,USA,0
1999-10-11,Chesterfield,us,johnske04,,Keldon Johnson,USA,0
2002-03-10,Shelbyville,us,johnske07,,Keon Johnson,USA,0
1996-05-29,Los Angeles,us,johnsst04,,Stanley Johnson,USA,0
1992-05-07,Grand Forks,us,johnsty01,,Tyler Johnson,USA,0
1987-07-11,Corsicana,us,johnswe01,,Wesley Johnson,USA,0
1995-02-19,Sombor,rs,jokicni01,,Nikola Jokić,Serbia,1
2002-05-28,Birmingham,us,jonesco02,,Colby Jones,USA,0
1995-06-30,Baton Rouge,us,jonesda03,,Damian Jones,USA,0
1997-02-15,Chester,us,jonesde02,,Derrick Jones Jr.,USA,0
1980-10-04,Miami,us,jonesja02,,James Jones,USA,0
2001-01-19,Nassau,bs,joneska01,,Kai Jones,Bahamas,1
1998-07-21,Dallas,us,jonesma05,,Mason Jones,USA,0
1992-01-09,Portland,us,joneste01,,Terrence Jones,USA,0
2000-01-08,Apple Valley,us,jonestr01,,Tre Jones,USA,0
1996-05-10,Burnsville,us,jonesty01,,Tyus Jones,USA,0
1988-07-21,Houston,us,jordade01,,DeAndre Jordan,USA,0
1991-08-20,Toronto,ca,josepco01,,Cory Joseph,Canada,1
2003-06-09,Leicester,gb,jovicni01,,Nikola Jović,United Kingdom,1
2001-03-17,Los Angeles,us,juzanjo01,,Johnny Juzang,USA,0
1997-08-14,Toronto,ca,kabenmf01,,Mfiondu Kabengele,Canada,1
1993-04-04,Lisle,us,kaminfr01,,Frank Kaminsky,USA,0
1993-10-26,St. Petersburg,ru,karasse01,,Sergey Karasev,Russia,1
1991-04-09,Carmel,us,kellyry01,,Ryan Kelly,USA,0
1996-06-24,Middletown,us,kennalu01,,Luke Kennard,USA,0
2001-07-26,Atlanta,us,kesslwa01,,Walker Kessler,USA,0
1993-09-26,Philadelphia,us,kiddgmi01,,Michael Kidd-Gilchrist,USA,0
1990-01-06,Yonkers,us,kilpase01,,Sean Kilpatrick,USA,0
1999-03-03,Edmonds,us,kispeco01,,Corey Kispert,USA,0
1992-01-29,Wurzburg,de,klebima01,,Maxi Kleber,Germany,1
1991-12-02,Miami,us,knighbr03,,Brandon Knight,USA,0
1997-09-20,Syracuse,us,knighna01,,Nathan Knight,USA,0
1999-08-11,Phoenix,us,knoxke01,,Kevin Knox,USA,0
2000-06-20,Douala,cm,kolokch01,,Christian Koloko,Cameroon,1
1996-03-22,Chicago,us,konchjo01,,John Konchar,USA,0
1997-07-24,Istanbul,tr,korkmfu01,,Furkan Korkmaz,Turkey,1
1995-07-15,Lantana,us,kornelu01,,Luke Kornet,USA,0
1981-03-17,Lakewood,us,korveky01,,Kyle Korver,USA,0
1989-02-24,Canton,us,koufoko01,,Kosta Koufos,USA,0
2000-06-19,Strakonice,cz,krejcvi01,,Vít Krejčí,Czech Republic,1
2002-10-06,Goma,cd,kuminjo01,,Jonathan Kuminga,Democratic Republic of the Congo,1
1998-02-05,Cesis,lv,kurucro01,,Rodions Kurucs,Latvia,1
1995-07-24,Flint,us,kuzmaky01,,Kyle Kuzma,USA,0
1989-10-19,Vilnius,lt,kuzmimi01,,Mindaugas Kuzminskas,Lithuania,1
1996-03-18,Port-au-Prince,ht,labissk01,,Skal Labissière,Haiti,1
1998-01-20,Rochester,us,lamban01,,Anthony Lamb,USA,0
1992-05-30,Henrico,us,lambje01,,Jeremy Lamb,USA,0
1995-10-25,E Malvern,au,landajo01,,Jock Landale,Australia,1
1983-09-19,Milwaukee,us,landrca01,,Carl Landry,USA,0
1999-10-25,New Albany,us,langfro01,,Romeo Langford,USA,0
2001-11-03,Pasadena,us,laravja01,,Jake LaRavia,USA,0
1992-10-02,Cincinnati,us,larkish01,,Shane Larkin,USA,0
1991-09-30,Mulhouse,fr,lauvejo01,,Joffrey Lauvergne,France,1
1995-03-10,Renton,us,lavinza01,,Zach LaVine,USA,0
2000-07-15,Toronto,ca,lawsoaj01,,A.J. Lawson,Canada,1
1987-11-03,Clinton,us,lawsoty01,,Ty Lawson,USA,0
1994-03-07,Norwood,us,laymaja01,,Jake Layman,USA,0
1997-04-30,Tel Aviv,il,leaftj01,,T.J. Leaf,Israel,1
1985-10-03,Indianapolis,us,leeco01,,Courtney Lee,USA,0
1983-04-29,St. Louis,us,leeda02,,David Lee,USA,0
1992-10-21,Baltimore,us,leeda03,,Damion Lee,USA,0
1999-06-23,St. Louis,us,leesa01,,Saben Lee,USA,0
1993-06-16,Antratsit,ua,lenal01,,Alex Len,Ukraine,1
1991-06-29,Los Angeles,us,leonaka01,,Kawhi Leonard,USA,0
1992-02-27,Robinson,us,leoname01,,Meyers Leonard,USA,0
1989-05-14,Long Lake,us,leuerjo01,,Jon Leuer,USA,0
1994-08-25,Columbus,us,leverca01,,Caris LeVert,USA,0
2001-04-06,Meridianville,us,lewiski01,,Kira Lewis Jr.,USA,0
1988-03-31,Chicago,us,liggide01,,DeAndre Liggins,USA,0
1990-07-15,Oakland,us,lillada01,,Damian Lillard,USA,0
1988-08-23,Torrance,us,linje01,,Jeremy Lin,USA,0
2000-02-11,Pensacola,us,littlna01,,Nassir Little,USA,0
2004-02-12,Philadelphia,us,livelde01,,Dereck Lively II,USA,0
1998-07-28,Kalamazoo,us,liveris01,,Isaiah Livers,USA,0
1985-09-11,Peoria,us,livinsh01,,Shaun Livingston,USA,0
2002-08-14,Port Arthur,us,loftoke01,,Kenneth Lofton Jr.,USA,0
1996-02-06,Milwaukee,us,looneke01,,Kevon Looney,USA,0
1988-04-01,North Hollywood,us,lopezbr01,,Brook Lopez,USA,0
1988-04-01,North Hollywood,us,lopezro01,,Robin Lopez,USA,0
1988-09-07,Santa Monica,us,loveke01,,Kevin Love,USA,0
1986-03-25,Philadelphia,us,lowryky01,,Kyle Lowry,USA,0
1995-11-05,Saskatoon,ca,lylestr01,,Trey Lyles,Canada,1
1990-04-22,Lexington,us,macksh01,,Shelvin Mack,USA,0
1986-11-05,Rouen,fr,mahinia01,,Ian Mahinmi,France,1
1997-02-25,Wau,ss,makerth01,,Thon Maker,South Sudan,1
2001-06-12,Rouen,fr,maledth01,,Théo Maledon,France,1
1999-05-23,New York,us,mamuksa01,,Sandro Mamukelashvili,USA,0
2001-03-14,Siena,it,mannini01,,Nico Mannion,Italy,1
1996-10-18,Brooklyn,us,mannte01,,Terance Mann,USA,0
2001-02-03,Gainesville,us,manntr01,,Tre Mann,USA,0
1992-09-21,Southfield,us,marblde01,,Devyn Marble,USA,0
1988-08-15,Zajecar,rs,marjabo01,,Boban Marjanović,Serbia,1
1997-05-22,Vantaa,fi,markkla01,,Lauri Markkanen,Finland,1
1991-08-19,Dumfries,us,marshke01,,Kendall Marshall,USA,0
1998-01-24,Atlantic City,us,marshna01,,Naji Marshall,USA,0
1995-09-28,Winston-Salem,us,martica02,,Caleb Martin,USA,0
1995-09-28,Winston-Salem,us,martico01,,Cody Martin,USA,0
1994-05-24,Baton Rouge,us,martija01,,Jarell Martin,USA,0
1983-02-01,Zanesville,us,martike02,,Kevin Martin,USA,0
1995-08-03,Louisville,us,martike03,,Kelan Martin,USA,0
2001-01-06,Gardena,us,martike04,,KJ Martin,USA,0
1994-04-03,Petersburg,us,masonfr01,,Frank Mason III,USA,0
1996-10-24,Franklin,us,mathega01,,Garrison Mathews,USA,0
2002-06-19,Montreal,ca,mathube01,,Bennedict Mathurin,Canada,1
1986-10-14,San Antonio,us,matthwe02,,Wesley Matthews,USA,0
2000-11-04,Dallas,us,maxeyty01,,Tyrese Maxey,USA,0
1987-11-05,Huntington,us,mayooj01,,O.J. Mayo,USA,0
1997-09-05,Baton Rouge,us,mayssk01,,Skylar Mays,USA,0
1986-09-09,Yaounde,cm,mbahalu01,,Luc Mbah a Moute,Cameroon,1
1993-01-04,Norfolk,us,mcadoja01,,James Michael McAdoo,USA,0
2000-09-08,Cincinnati,us,mcbrimi01,,Miles McBride,USA,0
1991-06-12,Madison,us,mccalra01,,Ray McCallum,USA,0
1995-10-25,St. Louis,us,mccawpa01,,Patrick McCaw,USA,0
1992-12-21,Houston,us,mcclesh01,,Sheldon Mac,USA,0
1991-09-19,Canton,us,mccolcj01,,CJ McCollum,USA,0
1992-03-25,Pittsburgh,us,mccontj01,,T.J. McConnell,USA,0
1995-02-05,Bronx,us,mcculch01,,Chris McCullough,USA,0
1998-01-31,Federal Way,us,mcdanja01,,Jalen McDaniels,USA,0
2000-09-29,Federal Way,us,mcdanja02,,Jaden McDaniels,USA,0
1993-02-09,Mobile,us,mcdankj01,,K.J. McDaniels,USA,0
1992-01-03,Grand Forks,us,mcderdo01,,Doug McDermott,USA,0
1988-01-19,Flint,us,mcgeeja01,,JaVale McGee,USA,0
2002-11-08,Pendleton,us,mcgowbr01,,Bryce McGowens,USA,0
1991-07-29,Landover,us,mcgruro01,,Rodney McGruder,USA,0
1992-09-17,Chicago,us,mckinal01,,Alfonzo McKinnie,USA,0
1996-04-09,Etiwanda,us,mclaujo01,,Jordan McLaughlin,USA,0
1993-02-11,St. Louis,us,mclembe01,,Ben McLemore,USA,0
1991-03-28,Savannah,us,mcraejo01,,Jordan McRae,USA,0
1987-02-28,Indianapolis,us,mcrobjo01,,Josh McRoberts,USA,0
1987-08-21,Nashville,us,meeksjo01,,Jodie Meeks,USA,0
1986-06-15,Jendouba,tn,mejrisa01,,Salah Mejri,Tunisia,1
1991-01-26,Reggio Emilia,it,mellini01,,Nicolò Melli,Italy,1
1998-05-28,North Hollywood,us,meltode01,,De'Anthony Melton,USA,0
1998-04-09,Accra,gh,mensana01,,Nathan Mensah,Ghana,1
1996-05-15,Salt Lake City,us,merrisa01,,Sam Merrill,USA,0
1997-03-22,Los Angeles,us,metuch01,,Chimezie Metu,USA,0
1994-01-13,Kraljevo,rs,micicva01,,Vasilije Micić,Serbia,1
1994-07-09,Dallas,us,mickejo01,,Jordan Mickey,USA,0
1991-08-12,Charleston,us,middlkh01,,Khris Middleton,USA,0
1987-03-18,Dallas,us,milescj01,,C.J. Miles,USA,0
1976-03-19,Los Angeles,us,millean02,,Andre Miller,USA,0
2002-11-22,Antioch,us,millebr02,,Brandon Miller,USA,0
1990-03-21,Maysville,us,milleda01,,Darius Miller,USA,0
1993-03-06,Gaithersburg,us,millema01,,Malcolm Miller,USA,0
1980-02-19,Mitchell,us,millemi01,,Mike Miller,USA,0
1987-08-12,Grambling,us,millsel01,,Elijah Millsap,USA,0
1985-02-10,Monroe,us,millspa01,,Paul Millsap,USA,0
1996-09-26,Owasso,us,miltosh01,,Shake Milton,USA,0
1999-03-26,Harrington Park,us,minayju01,,Justin Minaya,USA,0
1991-02-11,Podgorica,me,mirotni01,,Nikola Mirotić,Montenegro,1
1998-09-05,Hinesville,us,mitchda01,,Davion Mitchell,USA,0
1996-09-07,Elmsford,us,mitchdo01,,Donovan Mitchell,USA,0
2001-06-18,San Diego,us,mobleev01,,Evan Mobley,USA,0
1998-02-04,Jonesboro,us,monkma01,,Malik Monk,USA,0
1990-06-04,New Orleans,us,monrogr01,,Greg Monroe,USA,0
2002-05-31,Little Rock,us,moodymo01,,Moses Moody,USA,0
1989-02-25,East Chicago,us,mooreet01,,E'Twaun Moore,USA,0
2001-09-18,Richmond,us,moorewe01,,Wendell Moore Jr.,USA,0
1999-08-10,Dalzell,us,moranja01,,Ja Morant,USA,0
1991-12-24,Houston,us,moreler01,,Eric Moreland,USA,0
1997-04-17,Waynesville,us,morgaju01,,Juwan Morgan,USA,0
1989-09-02,Philadelphia,us,morrima02,,Markieff Morris,USA,0
1989-09-02,Philadelphia,us,morrima03,,Marcus Morris,USA,0
1995-06-27,Grand Rapids,us,morrimo01,,Monte Morris,USA,0
1985-09-27,Charlotte,us,morroan01,,Anthony Morrow,USA,0
1990-09-20,Kaunas,lt,motiedo01,,Donatas Motiejūnas,Lithuania,1
1986-07-16,St. Petersburg,ru,mozgoti01,,Timofey Mozgov,Russia,1
1996-03-05,Kinshasa,cd,mudiaem01,,Emmanuel Mudiay,Democratic Republic of the Congo,1
1992-11-13,Los Angeles,us,muhamsh01,,Shabazz Muhammad,USA,0
1994-06-12,Etobicoke,ca,muldemy01,,Mychal Mulder,Canada,1
2000-06-18,Durham,us,murphtr02,,Trey Murphy III,USA,0
1996-09-19,Seattle,us,murrade01,,Dejounte Murray,USA,0
1997-02-23,Kitchener,ca,murraja01,,Jamal Murray,Canada,1
2000-08-19,Cedar Rapids,us,murrake02,,Keegan Murray,USA,0
2000-08-19,Cedar Rapids,us,murrakr01,,Kris Murray,USA,0
1999-05-08,Bihac,ba,musadz01,,Džanan Musa,Bosnia and Herzegovina,1
1991-07-01,St. Louis Park,us,muscami01,,Mike Muscala,USA,0
1993-09-25,Alexandria,eg,naderab01,,Abdel Nader,Egypt,1
1993-01-01,Akron,us,nancela02,,Larry Nance Jr.,USA,0
1991-07-14,Roxbury,us,napiesh01,,Shabazz Napier,USA,0
1992-06-18,Sindia,sn,ndourma01,,Maurice Ndour,Senegal,1
1984-10-03,Baltimore,us,nealga01,,Gary Neal,USA,0
1982-02-09,Chester,us,nelsoja01,,Jameer Nelson,USA,0
2000-01-16,Aurora,ca,nembhan01,,Andrew Nembhard,Canada,1
1999-10-16,Charleston,us,nesmiaa01,,Aaron Nesmith,USA,0
1992-05-19,Belo Horizonte,br,netora01,,Raul Neto,Brazil,1
1993-06-17,Lawrence,us,niangge01,,Georges Niang,USA,0
